case_id,transaction_amount,payment_method,device_type,revenue_event,failure_reason,retry_count,recovery_eligible,customer_age,customer_city,behavior_transactions,behavior_total_spend,behavior_average_order_value,behavior_avg_session_minutes,behavior_avg_pages,behavior_returning_rate,behavior_avg_rating,behavior_avg_delivery_days,historical_transactions,historical_total_spend,historical_average_order_value,historical_median_order_value,historical_max_order_value,historical_total_quantity,days_since_last_purchase,customer_lifetime_days,purchase_frequency_per_30d,distinct_products,distinct_countries,favorite_product,customer_value_segment,risk_amount,risk_payment_method,risk_device_type,failed_transactions_24h,transaction_frequency_24h,unusual_amount_flag,unusual_location_flag,multiple_transactions_short_time,high_risk_device_flag,velocity_flag,previous_fraud_flag,risk_score,risk_signal_count,automated_recovery_risk,retry_expected_probability,payment_link_expected_probability,reminder_expected_probability,escalation_expected_probability,retry_expected_recovery,payment_link_expected_recovery,reminder_expected_recovery,escalation_expected_recovery,counterfactual_optimal_action_unconstrained,estimated_optimal_recovery_unconstrained,high_risk_case,policy_recommended_action,selected_action_probability,actual_outcome,actual_recovery_success,actual_recovered_amount,baseline_action,baseline_expected_recovery,baseline_recovery_success,baseline_actual_recovered_amount
CASE_009703,39.39,Apple Pay,Desktop,subscription_failure,expired_payment_method,0,False,32.0,Ankara,1,39.39,39.39,7.0,6.0,0.0,4.0,6.0,75,9631.6,128.42133333333334,95.84,768.96,804,110,135,16.666666666666668,57,1,Ice Cream Pen Lip Gloss,high,339.94,Apple Pay,Desktop,4,9,True,True,True,False,False,True,,5,high,0.1582,0.1664,0.3308,0.85,6.23,6.55,13.03,33.48,ESCALATE_TO_HUMAN,33.48,True,ESCALATE_TO_HUMAN,0.85,recovered,True,39.39,ESCALATE_TO_HUMAN,33.48,True,39.39
CASE_009540,466.36,Debit Card,Desktop,subscription_failure,subscription_payment_failed,0,False,26.0,Kayseri,1,466.36,466.36,24.0,13.0,1.0,4.0,5.0,326,60601.15,185.8930981595092,138.35999999999999,1878.4,5648,3,365,26.794520547945208,209,1,Heart Decoration With Pearls,very_high,48.98,Debit Card,Desktop,0,11,False,True,True,False,True,True,,4,high,0.2397,0.2377,0.3868,0.85,111.79,110.85,180.39,396.41,ESCALATE_TO_HUMAN,396.41,True,ESCALATE_TO_HUMAN,0.85,recovered,True,466.36,ESCALATE_TO_HUMAN,396.41,True,466.36
CASE_008250,319.55,Debit Card,Tablet,repeated_payment_failure,multiple_bank_failures,2,True,34.0,Bursa,1,319.55,319.55,13.0,8.0,1.0,4.0,3.0,5,505.8,101.16,75.36,143.28,42,334,0,5.0,5,1,Blue Party Bags,low,129.03,Debit Card,Tablet,1,8,True,True,False,False,False,False,,2,medium,0.02,0.2737,0.224,0.35,6.39,87.46,71.58,111.84,ESCALATE_TO_HUMAN,111.84,False,ESCALATE_TO_HUMAN,0.35,escalated,False,0.0,ESCALATE_TO_HUMAN,111.84,True,319.55
CASE_003323,1451.32,Debit Card,Tablet,payment_failure,bank_timeout,0,True,18.0,Istanbul,1,1451.32,1451.32,25.0,10.0,0.0,3.0,9.0,8,1262.04,157.755,60.620000000000005,702.9,113,234,0,8.0,8,1,"Assorted Flower Colour ""Leis""",low,93.25,Debit Card,Tablet,4,7,True,True,False,False,False,False,,3,medium,0.4778,0.2392,0.1976,0.38,693.44,347.16,286.78,551.5,RETRY_PAYMENT,693.44,False,RETRY_PAYMENT,0.4778,recovered,True,1451.32,RETRY_PAYMENT,693.44,True,1451.32
CASE_004798,51.92,Credit Card,Tablet,subscription_failure,expired_payment_method,0,False,49.0,Izmir,1,51.92,51.92,7.0,7.0,1.0,4.0,8.0,102,4196.62,41.14333333333333,26.54,191.68,344,67,144,21.25,95,1,Assorted Colour Bird Ornament,medium,61.61,Credit Card,Tablet,0,13,False,False,True,False,True,False,,2,medium,0.4298,0.3774,0.4774,0.5,22.32,19.59,24.79,25.96,ESCALATE_TO_HUMAN,25.96,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,25.96,False,0.0
CASE_009258,252.81,Debit Card,Mobile,payment_failure,insufficient_funds,0,True,37.0,Istanbul,1,252.81,252.81,24.0,10.0,1.0,5.0,8.0,44,6485.5199999999995,147.3981818181818,131.04,588.0,546,25,82,16.097560975609756,38,1,6 Ribbons Rustic Charm,high,26.56,Debit Card,Mobile,4,4,False,True,False,False,False,False,,2,medium,0.4747,0.4135,0.3235,0.5,120.01,104.54,81.78,126.4,ESCALATE_TO_HUMAN,126.4,False,ESCALATE_TO_HUMAN,0.5,recovered,True,252.81,RETRY_PAYMENT,120.01,False,0.0
CASE_009582,294.32,Debit Card,Tablet,payment_failure,insufficient_funds,1,False,26.0,Konya,1,294.32,294.32,7.0,7.0,0.0,4.0,14.0,30,2948.24,98.27466666666666,79.62,276.71999999999997,242,252,58,15.517241379310345,28,1,French Style Embossed Heart Cabinet,medium,109.56,Debit Card,Tablet,4,5,False,True,False,False,False,True,,3,medium,0.2598,0.2429,0.2019,0.5,76.46,71.49,59.42,147.16,ESCALATE_TO_HUMAN,147.16,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,147.16,True,294.32
CASE_006031,120.88,Apple Pay,Mobile,payment_failure,insufficient_funds,1,False,21.0,Bursa,1,120.88,120.88,12.0,8.0,1.0,5.0,3.0,26,3467.65,133.37115384615385,95.84,523.2,302,29,64,12.1875,24,1,Assorted Colour Bird Ornament,medium,129.65,Apple Pay,Mobile,2,9,False,True,True,True,False,True,,4,high,0.2773,0.2637,0.2223,0.85,33.52,31.88,26.87,102.75,ESCALATE_TO_HUMAN,102.75,True,ESCALATE_TO_HUMAN,0.85,recovered,True,120.88,ESCALATE_TO_HUMAN,102.75,False,0.0
CASE_001249,765.19,PayPal,Mobile,checkout_abandonment,payment_page_abandoned,0,False,22.0,Gaziantep,1,765.19,765.19,5.0,6.0,1.0,3.0,22.0,6,1208.3899999999999,201.3983333333333,124.77999999999999,553.4399999999999,103,105,109,1.651376146788991,4,1,Strawberry Ceramic Trinket Pot,low,145.95,PayPal,Mobile,2,9,True,True,True,False,False,True,,4,high,0.1163,0.3308,0.1236,0.71,88.99,253.12,94.58,543.28,ESCALATE_TO_HUMAN,543.28,True,ESCALATE_TO_HUMAN,0.71,escalated,False,0.0,ESCALATE_TO_HUMAN,543.28,True,765.19
CASE_005766,3355.4,Debit Card,Desktop,payment_failure,bank_timeout,0,True,56.0,Konya,1,3355.4,3355.4,3.0,9.0,1.0,4.0,7.0,146,5406.16,37.02849315068493,23.88,159.24,384,31,280,15.642857142857142,109,1,3 Drawer Antique White Wood Cabinet,high,112.21,Debit Card,Desktop,4,5,False,True,False,False,False,False,,2,medium,0.6685,0.3912,0.3065,0.5,2243.08,1312.63,1028.43,1677.7,RETRY_PAYMENT,2243.08,False,RETRY_PAYMENT,0.6685,recovered,True,3355.4,RETRY_PAYMENT,2243.08,False,0.0
CASE_009125,286.26,PayPal,Desktop,subscription_failure,recurring_payment_failure,0,False,26.0,Gaziantep,1,286.26,286.26,29.0,6.0,1.0,5.0,8.0,20,866.96,43.348,30.564999999999998,126.60000000000001,75,233,26,23.076923076923077,18,1,Hanging Metal Rabbit Decoration,low,71.41,PayPal,Desktop,4,12,False,True,True,False,True,True,,5,high,0.2338,0.2328,0.383,0.85,66.93,66.64,109.64,243.32,ESCALATE_TO_HUMAN,243.32,True,ESCALATE_TO_HUMAN,0.85,recovered,True,286.26,ESCALATE_TO_HUMAN,243.32,True,286.26
CASE_001301,572.16,Debit Card,Tablet,payment_failure,insufficient_funds,0,True,36.0,Adana,1,572.16,572.16,14.0,6.0,1.0,4.0,6.0,2,1899.29,949.645,949.645,1912.56,311,16,285,0.21052631578947367,2,1,Pink Regency Teacup And Saucer,medium,35.61,Debit Card,Tablet,2,10,False,True,True,False,False,False,,2,medium,0.3077,0.2715,0.215,0.32,176.05,155.34,123.01,183.09,ESCALATE_TO_HUMAN,183.09,False,ESCALATE_TO_HUMAN,0.32,escalated,False,0.0,RETRY_PAYMENT,176.05,False,0.0
CASE_005809,368.72,Apple Pay,Tablet,repeated_payment_failure,repeated_declines,3,False,48.0,Izmir,1,368.72,368.72,15.0,8.0,0.0,3.0,5.0,26,1471.12,56.58153846153846,13.68,469.6,123,254,0,26.0,26,1,12 Pencils Small Tube Skull,low,214.09,Apple Pay,Tablet,0,2,True,True,False,False,False,True,,3,medium,0.02,0.1772,0.159,0.5,7.37,65.34,58.63,184.36,ESCALATE_TO_HUMAN,184.36,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,184.36,True,368.72
CASE_007261,186.24,Credit Card,Tablet,invoice_overdue,payment_not_received,0,False,18.0,Istanbul,1,186.24,186.24,14.0,9.0,0.0,4.0,1.0,64,10331.789999999999,161.43421874999999,133.44,1245.4399999999998,865,44,252,7.619047619047619,42,1,Heart Of Wicker Small,high,80.29,Credit Card,Tablet,0,8,False,False,False,False,False,True,,1,low,0.3713,0.3276,0.4394,0.5,69.15,61.01,81.83,93.12,ESCALATE_TO_HUMAN,93.12,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,93.12,True,186.24
CASE_009883,252.12,PayPal,Mobile,repeated_payment_failure,repeated_declines,3,True,18.0,Konya,1,252.12,252.12,28.0,11.0,1.0,4.0,8.0,4,647.32,161.83,162.07999999999998,253.20000000000002,55,56,0,4.0,4,1,Assorted Colour Mini Cases,low,14.78,PayPal,Mobile,4,5,False,True,False,True,False,False,,3,medium,0.02,0.3058,0.2456,0.34,5.04,77.1,61.92,85.72,ESCALATE_TO_HUMAN,85.72,False,ESCALATE_TO_HUMAN,0.34,escalated,False,0.0,ESCALATE_TO_HUMAN,85.72,False,0.0
CASE_005305,1933.34,PayPal,Mobile,checkout_abandonment,customer_inactivity,0,False,34.0,Istanbul,1,1933.34,1933.34,16.0,10.0,0.0,4.0,5.0,67,3127.94,46.685671641791046,32.43,533.76,258,319,0,67.0,66,1,Recipe Box Retrospot,medium,86.32,PayPal,Mobile,0,5,False,True,False,False,False,True,,2,medium,0.2753,0.456,0.212,0.5,532.25,881.6,409.87,966.67,ESCALATE_TO_HUMAN,966.67,True,ESCALATE_TO_HUMAN,0.5,recovered,True,1933.34,ESCALATE_TO_HUMAN,966.67,True,1933.34
CASE_008646,212.0,Debit Card,Desktop,subscription_failure,subscription_payment_failed,0,True,49.0,Gaziantep,1,212.0,212.0,21.0,10.0,1.0,5.0,12.0,7,484.38,69.19714285714285,36.8,143.28,36,367,0,7.0,7,1,Eucalyptus & Pinecone Wreath,low,24.56,Debit Card,Desktop,4,3,False,True,False,False,False,False,,2,medium,0.4192,0.3663,0.4675,0.37,88.87,77.66,99.11,78.44,SEND_REMINDER,99.11,False,SEND_REMINDER,0.4675,recovered,True,212.0,SEND_REMINDER,99.11,False,0.0
CASE_008955,62.95,Apple Pay,Tablet,checkout_abandonment,payment_page_abandoned,0,True,24.0,Kayseri,1,62.95,62.95,7.0,9.0,1.0,4.0,11.0,417,14017.38,33.61482014388489,23.88,267.0,1287,4,244,51.270491803278695,255,1,Plasters In Tin Skulls,very_high,91.06,Apple Pay,Tablet,0,2,False,False,False,False,False,False,,0,low,0.5532,0.6702,0.3596,0.5,34.82,42.19,22.64,31.48,CREATE_PAYMENT_LINK,42.19,False,CREATE_PAYMENT_LINK,0.6702,not_recovered,False,0.0,CREATE_PAYMENT_LINK,42.19,False,0.0
CASE_006871,1277.19,Apple Pay,Tablet,payment_failure,payment_method_failure,0,False,37.0,Bursa,1,1277.19,1277.19,1.0,12.0,1.0,5.0,5.0,64,1588.18,24.8153125,22.24,74.75999999999999,132,236,0,64.0,56,1,Metal Sign Cupcake Single Hook,low,36.46,Apple Pay,Tablet,2,11,False,False,True,False,True,True,,3,medium,0.3112,0.2885,0.2383,0.5,397.46,368.47,304.35,638.6,ESCALATE_TO_HUMAN,638.6,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,638.6,True,1277.19
CASE_001904,617.72,Credit Card,Desktop,payment_failure,bank_timeout,0,False,36.0,Adana,1,617.72,617.72,4.0,5.0,0.0,5.0,4.0,124,4800.67,38.715080645161294,16.35,320.4,410,148,220,16.90909090909091,104,1,Childrens Dolly Girl Mug,high,379.49,Credit Card,Desktop,0,5,False,False,False,False,False,True,,1,low,0.573,0.3121,0.2475,0.5,353.95,192.79,152.89,308.86,RETRY_PAYMENT,353.95,True,ESCALATE_TO_HUMAN,0.5,recovered,True,617.72,ESCALATE_TO_HUMAN,308.86,False,0.0
CASE_004107,401.48,PayPal,Desktop,invoice_overdue,payment_not_received,0,True,49.0,Ankara,1,401.48,401.48,21.0,7.0,0.0,4.0,5.0,32,5301.88,165.68375,143.28,345.9,450,149,5,192.0,28,1,Potting Shed Tea Mug,high,43.62,PayPal,Desktop,2,9,False,True,True,False,False,False,,2,medium,0.3962,0.3467,0.4525,0.5,159.07,139.19,181.67,200.74,ESCALATE_TO_HUMAN,200.74,False,ESCALATE_TO_HUMAN,0.5,recovered,True,401.48,SEND_REMINDER,181.67,True,401.48
CASE_003198,395.57,Apple Pay,Mobile,subscription_failure,expired_payment_method,0,True,39.0,Istanbul,1,395.57,395.57,21.0,12.0,1.0,3.0,4.0,14,2723.74,194.55285714285714,188.76,415.08,232,133,0,14.0,14,1,4 Traditional Spinning Tops,medium,52.58,Apple Pay,Mobile,2,7,False,True,False,False,False,False,,1,low,0.4505,0.3929,0.4878,0.44,178.2,155.42,192.96,174.05,SEND_REMINDER,192.96,False,SEND_REMINDER,0.4878,not_recovered,False,0.0,SEND_REMINDER,192.96,False,0.0
CASE_000858,79.71,Apple Pay,Desktop,payment_failure,insufficient_funds,0,True,48.0,Istanbul,1,79.71,79.71,8.0,11.0,1.0,5.0,8.0,1208,47115.479999999996,39.00288079470198,23.88,501.12,4388,19,343,105.65597667638484,498,1,Charlotte Bag Pink Polkadot,very_high,156.81,Apple Pay,Desktop,3,1,False,False,False,False,False,False,,1,low,0.5577,0.474,0.3625,0.5,44.45,37.78,28.89,39.85,RETRY_PAYMENT,44.45,False,RETRY_PAYMENT,0.5577,recovered,True,79.71,RETRY_PAYMENT,44.45,True,79.71
CASE_002486,1317.65,Apple Pay,Desktop,payment_failure,insufficient_funds,0,False,46.0,Istanbul,1,1317.65,1317.65,14.0,9.0,1.0,5.0,4.0,497,25400.61,51.107867203219314,38.58,403.54999999999995,2536,1,367,40.62670299727521,290,1,Victorian Sewing Box Medium,very_high,128.69,Apple Pay,Desktop,4,6,True,False,False,False,False,True,,3,medium,0.3413,0.3121,0.2549,0.5,449.71,411.24,335.87,658.82,ESCALATE_TO_HUMAN,658.82,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,658.82,True,1317.65
CASE_004390,65.47,PayPal,Tablet,checkout_abandonment,checkout_abandoned,0,True,18.0,Antalya,1,65.47,65.47,3.0,11.0,0.0,5.0,11.0,48,14660.44,305.42583333333334,159.24,2135.04,1459,15,295,4.881355932203389,22,1,Large Circular Mirror Mobile,very_high,10.77,PayPal,Tablet,4,8,False,False,False,False,False,False,,1,low,0.4799,0.6079,0.312,0.5,31.42,39.8,20.43,32.74,CREATE_PAYMENT_LINK,39.8,False,CREATE_PAYMENT_LINK,0.6079,recovered,True,65.47,CREATE_PAYMENT_LINK,39.8,False,0.0
CASE_007032,5306.07,Debit Card,Mobile,invoice_overdue,payment_not_received,0,True,36.0,Istanbul,1,5306.07,5306.07,28.0,7.0,0.0,4.0,6.0,16,2126.79,132.924375,130.8,286.56,185,289,0,16.0,16,1,6 Ribbons Rustic Charm,medium,135.99,Debit Card,Mobile,0,1,True,True,False,False,False,False,,2,medium,0.2883,0.2651,0.3974,0.46,1529.74,1406.64,2108.63,2440.79,ESCALATE_TO_HUMAN,2440.79,False,ESCALATE_TO_HUMAN,0.46,recovered,True,5306.07,SEND_REMINDER,2108.63,False,0.0
CASE_006492,39.16,Credit Card,Desktop,payment_failure,bank_timeout,0,True,43.0,Kayseri,1,39.16,39.16,12.0,11.0,0.0,4.0,5.0,5,893.22,178.644,154.32,294.3,66,264,0,5.0,5,1,Kings Choice Giant Tube Matches,low,35.71,Credit Card,Desktop,2,3,False,True,False,False,False,False,,1,low,0.5523,0.2925,0.231,0.35,21.63,11.45,9.05,13.71,RETRY_PAYMENT,21.63,False,RETRY_PAYMENT,0.5523,recovered,True,39.16,RETRY_PAYMENT,21.63,False,0.0
CASE_005941,984.94,PayPal,Tablet,repeated_payment_failure,repeated_declines,2,False,27.0,Gaziantep,1,984.94,984.94,40.0,11.0,0.0,4.0,9.0,49,5656.54,115.43959183673469,122.69999999999999,287.52,463,53,165,8.909090909090908,45,1,Foot Stool Home Sweet Home,high,123.15,PayPal,Tablet,4,12,True,False,True,False,True,True,,5,high,0.02,0.1912,0.1713,0.85,19.7,188.32,168.72,837.2,ESCALATE_TO_HUMAN,837.2,True,ESCALATE_TO_HUMAN,0.85,escalated,False,0.0,ESCALATE_TO_HUMAN,837.2,True,984.94
CASE_006814,922.6,PayPal,Desktop,repeated_payment_failure,multiple_bank_failures,2,False,21.0,Ankara,1,922.6,922.6,13.0,8.0,1.0,5.0,4.0,48,7744.66,161.34708333333333,105.92,1067.52,674,67,227,6.343612334801763,45,1,Family Photo Frame Cornice,high,41.16,PayPal,Desktop,0,7,False,True,False,False,False,True,,2,medium,0.02,0.3097,0.253,0.5,18.45,285.73,233.42,461.3,ESCALATE_TO_HUMAN,461.3,True,ESCALATE_TO_HUMAN,0.5,recovered,True,922.6,ESCALATE_TO_HUMAN,461.3,False,0.0
CASE_007626,1742.01,Debit Card,Mobile,invoice_overdue,payment_not_received,0,True,30.0,Istanbul,1,1742.01,1742.01,8.0,9.0,1.0,4.0,5.0,10,5425.36,542.536,209.55,3142.08,478,73,0,10.0,10,1,Black Record Cover Frame,high,14.16,Debit Card,Mobile,2,5,False,False,False,True,False,False,,1,low,0.4543,0.3922,0.4843,0.4,791.4,683.22,843.66,696.8,SEND_REMINDER,843.66,False,SEND_REMINDER,0.4843,recovered,True,1742.01,SEND_REMINDER,843.66,True,1742.01
CASE_004220,114.52,Credit Card,Mobile,invoice_overdue,invoice_overdue,0,False,37.0,Izmir,1,114.52,114.52,19.0,9.0,1.0,4.0,5.0,195,7121.64,36.52123076923077,14.48,868.8000000000001,528,123,0,195.0,195,1,18pc Wooden Cutlery Set Disposable,high,548.97,Credit Card,Mobile,3,10,True,True,True,False,False,True,,5,high,0.2472,0.2421,0.3887,0.85,28.31,27.73,44.51,97.34,ESCALATE_TO_HUMAN,97.34,True,ESCALATE_TO_HUMAN,0.85,recovered,True,114.52,ESCALATE_TO_HUMAN,97.34,False,0.0
CASE_005869,85.55,PayPal,Desktop,invoice_overdue,invoice_overdue,0,False,52.0,Istanbul,1,85.55,85.55,10.0,14.0,1.0,4.0,10.0,142,21741.62,153.10999999999999,138.35999999999999,511.20000000000005,2130,4,362,11.767955801104973,124,1,Hanging Heart Mirror Decoration,very_high,126.96,PayPal,Desktop,4,1,True,False,False,False,False,True,,3,medium,0.345,0.3152,0.4372,0.5,29.51,26.97,37.4,42.78,ESCALATE_TO_HUMAN,42.78,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,42.78,False,0.0
CASE_007795,704.02,Debit Card,Desktop,subscription_failure,recurring_payment_failure,0,True,44.0,Izmir,1,704.02,704.02,11.0,7.0,0.0,4.0,4.0,127,4510.12,35.51275590551181,21.62,213.6,394,138,42,90.71428571428572,106,1,Red Retrospot Tissue Box,medium,166.99,Debit Card,Desktop,0,6,False,False,False,False,False,False,,0,low,0.4845,0.4118,0.4949,0.5,341.1,289.92,348.42,352.01,ESCALATE_TO_HUMAN,352.01,False,ESCALATE_TO_HUMAN,0.5,recovered,True,704.02,SEND_REMINDER,348.42,False,0.0
CASE_002712,158.84,Google Pay,Mobile,invoice_overdue,invoice_overdue,0,True,26.0,Istanbul,1,158.84,158.84,21.0,12.0,1.0,5.0,13.0,109,10974.39,100.68247706422018,86.88,533.76,1066,5,138,23.695652173913047,91,1,Alarm Clock Bakelike Chocolate,high,4.79,Google Pay,Mobile,1,5,False,False,False,False,False,False,,0,low,0.5745,0.4883,0.5534,0.5,91.25,77.56,87.9,79.42,RETRY_PAYMENT,91.25,False,RETRY_PAYMENT,0.5745,recovered,True,158.84,SEND_REMINDER,87.9,False,0.0
CASE_002040,6365.41,PayPal,Tablet,payment_failure,payment_method_failure,0,False,32.0,Antalya,1,6365.41,6365.41,15.0,5.0,1.0,5.0,4.0,9,105.44,11.715555555555556,11.53,12.4,9,366,0,9.0,9,1,Christmas Craft White Fairy,low,306.32,PayPal,Tablet,1,13,True,False,True,False,True,True,,4,high,0.1718,0.1801,0.1627,0.74,1093.58,1146.41,1035.65,4710.4,ESCALATE_TO_HUMAN,4710.4,True,ESCALATE_TO_HUMAN,0.74,recovered,True,6365.41,ESCALATE_TO_HUMAN,4710.4,True,6365.41
CASE_000787,1840.8,PayPal,Desktop,subscription_failure,subscription_payment_failed,0,True,60.0,Gaziantep,1,1840.8,1840.8,9.0,12.0,0.0,3.0,11.0,1,245.12,245.12,245.12,245.12,16,283,0,1.0,1,1,Picnic Basket Wicker Small,low,75.56,PayPal,Desktop,0,9,False,False,True,False,False,False,,1,low,0.3505,0.2979,0.4078,0.31,645.2,548.37,750.68,570.65,SEND_REMINDER,750.68,False,SEND_REMINDER,0.4078,not_recovered,False,0.0,SEND_REMINDER,750.68,False,0.0
CASE_002026,812.72,Debit Card,Mobile,subscription_failure,subscription_payment_failed,0,False,18.0,Ankara,1,812.72,812.72,19.0,15.0,0.0,4.0,4.0,30,2313.07,77.10233333333333,59.89,159.24,211,87,0,30.0,30,1,Chocolate Hot Water Bottle,medium,158.71,Debit Card,Mobile,0,7,False,False,False,True,False,True,,2,medium,0.3272,0.2961,0.4197,0.5,265.92,240.65,341.1,406.36,ESCALATE_TO_HUMAN,406.36,True,ESCALATE_TO_HUMAN,0.5,recovered,True,812.72,ESCALATE_TO_HUMAN,406.36,False,0.0
CASE_009598,137.02,Google Pay,Tablet,payment_failure,bank_timeout,0,False,19.0,Bursa,1,137.02,137.02,15.0,15.0,0.0,4.0,6.0,78,11116.029999999999,142.5132051282051,133.44,400.32,953,30,171,13.68421052631579,78,1,3 Stripey Mice Feltcraft,high,454.41,Google Pay,Tablet,3,14,True,False,True,False,True,False,,4,high,0.5025,0.2621,0.2166,0.85,68.85,35.91,29.68,116.47,ESCALATE_TO_HUMAN,116.47,True,ESCALATE_TO_HUMAN,0.85,recovered,True,137.02,ESCALATE_TO_HUMAN,116.47,True,137.02
CASE_004046,91.5,Credit Card,Desktop,invoice_overdue,invoice_overdue,0,False,20.0,Kayseri,1,91.5,91.5,9.0,8.0,1.0,4.0,3.0,120,1734.68,14.455666666666668,7.24,148.56,262,8,1,3600.0,80,1,60 Cake Cases Vintage Christmas,low,57.5,Credit Card,Desktop,0,9,False,False,True,False,False,True,,2,medium,0.4338,0.3808,0.48,0.5,39.69,34.84,43.92,45.75,ESCALATE_TO_HUMAN,45.75,True,ESCALATE_TO_HUMAN,0.5,recovered,True,91.5,ESCALATE_TO_HUMAN,45.75,False,0.0
CASE_005846,60.94,Debit Card,Mobile,checkout_abandonment,payment_page_abandoned,0,True,60.0,Izmir,1,60.94,60.94,9.0,8.0,1.0,5.0,3.0,31,4391.04,141.64645161290323,115.3,658.5600000000001,347,142,183,5.081967213114754,28,1,Black Record Cover Frame,medium,70.88,Debit Card,Mobile,0,9,False,True,True,True,False,False,,3,medium,0.3938,0.5508,0.28,0.5,24.0,33.57,17.06,30.47,CREATE_PAYMENT_LINK,33.57,False,CREATE_PAYMENT_LINK,0.5508,recovered,True,60.94,CREATE_PAYMENT_LINK,33.57,True,60.94
CASE_003113,745.8,Google Pay,Desktop,invoice_overdue,invoice_overdue,0,True,24.0,Eskisehir,1,745.8,745.8,12.0,16.0,1.0,5.0,3.0,6,869.62,144.93666666666667,142.07999999999998,177.6,74,65,0,6.0,6,1,6 Ribbons Empire,low,17.06,Google Pay,Desktop,0,6,False,False,False,False,False,False,,0,low,0.5147,0.4375,0.5145,0.36,383.86,326.29,383.71,268.49,RETRY_PAYMENT,383.86,False,RETRY_PAYMENT,0.5147,not_recovered,False,0.0,SEND_REMINDER,383.71,True,745.8
CASE_005109,28.64,Apple Pay,Desktop,payment_failure,temporary_bank_error,0,False,36.0,Izmir,1,28.64,28.64,15.0,14.0,0.0,3.0,5.0,320,9137.19,28.55371875,21.72,230.6,689,5,329,29.179331306990882,158,1,Doormat 3 Smiley Cats,high,66.17,Apple Pay,Desktop,3,7,True,True,False,False,False,True,,4,high,0.4008,0.1857,0.1655,0.85,11.48,5.32,4.74,24.34,ESCALATE_TO_HUMAN,24.34,True,ESCALATE_TO_HUMAN,0.85,recovered,True,28.64,ESCALATE_TO_HUMAN,24.34,True,28.64
CASE_001828,105.09,Apple Pay,Mobile,payment_failure,bank_timeout,0,False,22.0,Konya,1,105.09,105.09,9.0,9.0,0.0,4.0,11.0,11,1426.54,129.68545454545455,60.08,415.08,111,24,113,2.920353982300885,11,1,Antique Glass Pedestal Bowl,low,135.12,Apple Pay,Mobile,3,14,False,True,True,False,True,False,,4,high,0.4162,0.1888,0.1605,0.76,43.74,19.84,16.87,79.87,ESCALATE_TO_HUMAN,79.87,True,ESCALATE_TO_HUMAN,0.76,recovered,True,105.09,ESCALATE_TO_HUMAN,79.87,False,0.0
CASE_003680,2581.0,Apple Pay,Desktop,repeated_payment_failure,repeated_payment_failure,2,False,38.0,Izmir,1,2581.0,2581.0,9.0,9.0,1.0,5.0,8.0,25,544.48,21.7792,18.75,72.4,39,238,0,25.0,25,1,Antique Silver T-Light Glass,low,57.13,Apple Pay,Desktop,1,5,False,True,False,False,False,True,,2,medium,0.02,0.3072,0.2511,0.5,51.62,792.88,648.09,1290.5,ESCALATE_TO_HUMAN,1290.5,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,1290.5,False,0.0
CASE_001699,688.94,Google Pay,Tablet,invoice_overdue,payment_not_received,0,False,28.0,Gaziantep,1,688.94,688.94,7.0,10.0,1.0,4.0,3.0,24,16122.34,671.7641666666667,658.5600000000001,1975.68,864,155,203,3.5467980295566504,6,1,Set/4 White Retro Storage Cubes,very_high,8.24,Google Pay,Tablet,0,7,False,True,False,False,False,True,,2,medium,0.3116,0.2868,0.4155,0.5,214.67,197.59,286.25,344.47,ESCALATE_TO_HUMAN,344.47,True,ESCALATE_TO_HUMAN,0.5,recovered,True,688.94,ESCALATE_TO_HUMAN,344.47,True,688.94
CASE_007442,153.86,PayPal,Desktop,repeated_payment_failure,repeated_payment_failure,3,True,48.0,Kayseri,1,153.86,153.86,13.0,9.0,1.0,4.0,9.0,11,825.8199999999999,75.07454545454544,25.52,204.84,49,176,78,4.230769230769231,10,1,Gumball Monochrome Coat Rack,low,81.82,PayPal,Desktop,0,10,False,False,True,False,False,False,,1,low,0.1619,0.4351,0.3327,0.41,24.91,66.94,51.19,63.08,CREATE_PAYMENT_LINK,66.94,False,CREATE_PAYMENT_LINK,0.4351,not_recovered,False,0.0,ESCALATE_TO_HUMAN,63.08,False,0.0
